state_name,district_name,crop_year,season,crop,area,production,matched_state,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
Tamil Nadu,TIRUCHIRAPPALLI,2013,Whole Year,Turmeric,986.0,3190.0,Tamil Nadu,3.9,30.9,30.0,20.3,42.0,54.6,42.7,110.7,113.5,127.9,112.3,53.2,741.9,34.8,92.2,321.5,293.4
Bihar,SHEOHAR,2012,Autumn,Rice,5288.0,12878.0,Bihar,18.1,2.7,7.3,20.4,18.8,96.2,354.0,240.4,233.8,34.3,6.4,0.0,1032.4,20.9,46.5,924.4,40.6
Andaman And Nicobar Islands,NICOBARS,2006,Whole Year,Sugarcane,0.2,0.5,Andaman & Nicobar Islands,16.3,14.4,48.9,163.7,321.4,366.0,182.7,219.6,546.5,374.7,76.1,74.4,2404.7,30.7,534.0,1314.9,525.2
Dadra And Nagar Haveli,DADRA AND NAGAR HAVELI,2008,Rabi,Other  Rabi pulses,3100.0,2600.0,,,,,,,,,,,,,,,,,,
Madhya Pradesh,RAISEN,2002,Whole Year,Sweet potato,56.0,278.0,West Madhya Pradesh,0.4,19.7,1.5,1.7,3.9,138.9,46.9,317.7,141.0,5.9,5.9,0.8,684.1,20.1,7.1,644.4,12.6
Puducherry,PONDICHERRY,2014,Kharif,Rice,2942.0,10041.0,,,,,,,,,,,,,,,,,,
Kerala,KASARAGOD,2009,Summer,Rice,116.0,238.0,Kerala,3.3,1.5,62.6,69.0,191.6,438.2,924.9,269.3,326.5,205.2,274.4,44.2,2810.6,4.8,323.1,1958.9,523.8
Dadra And Nagar Haveli,DADRA AND NAGAR HAVELI,2004,Kharif,Other Kharif pulses,1374.0,1168.0,,,,,,,,,,,,,,,,,,
Telangana,MAHBUBNAGAR,2003,Whole Year,Cucumber,136.0,0.0,Telangana,0.0,10.7,21.9,14.0,7.9,112.6,312.2,266.5,103.2,101.7,7.3,5.3,963.2,10.7,43.8,794.5,114.2
Gujarat,JUNAGADH,2003,Kharif,Bajra,20500.0,46300.0,Gujarat Region,0.0,6.1,0.1,0.0,0.0,209.3,518.7,314.6,109.5,1.9,0.0,0.0,1160.3,6.1,0.1,1152.2,1.9
Gujarat,VALSAD,2002,Whole Year,Sugarcane,39300.0,2733000.0,Gujarat Region,4.1,0.0,0.1,0.0,0.0,234.2,45.8,238.5,113.7,0.6,0.1,0.1,637.2,4.1,0.1,632.2,0.8
Nagaland,MON,2004,Kharif,Peas & beans (Pulses),120.0,50.0,,,,,,,,,,,,,,,,,,
Madhya Pradesh,SHAJAPUR,2002,Kharif,Jowar,25926.0,42467.0,West Madhya Pradesh,0.4,19.7,1.5,1.7,3.9,138.9,46.9,317.7,141.0,5.9,5.9,0.8,684.1,20.1,7.1,644.4,12.6
Goa,SOUTH GOA,2013,Rabi,Other  Rabi pulses,1308.0,1467.0,,,,,,,,,,,,,,,,,,
Odisha,KENDRAPARA,1998,Autumn,Rice,5672.0,6647.0,Orissa,31.5,28.3,52.4,43.4,53.4,176.4,277.6,203.5,277.3,139.6,73.8,0.0,1357.1,59.8,149.1,934.8,213.4
Assam,MARIGAON,2006,Winter,Rice,32687.0,17664.0,,,,,,,,,,,,,,,,,,
Nagaland,MOKOKCHUNG,2007,Kharif,Cardamom,30.0,10.0,,,,,,,,,,,,,,,,,,
Meghalaya,SOUTH GARO HILLS,2000,Kharif,Rice,8760.0,10123.0,Assam & Meghalaya,20.5,13.7,65.9,238.5,375.1,540.2,313.3,513.2,299.9,83.9,22.2,0.4,2487.0,34.2,679.5,1666.6,106.6
Andaman And Nicobar Islands,SOUTH ANDAMANS,2003,Whole Year,other oilseeds,82.09,35.51,Andaman & Nicobar Islands,44.3,7.9,149.2,19.4,296.3,159.9,494.9,379.4,371.9,310.4,74.1,48.0,2355.9,52.2,465.0,1406.1,432.5
Chandigarh,CHANDIGARH,2006,Whole Year,Potato,10.0,160.0,Chhattisgarh,2.7,0.0,26.2,17.2,23.5,92.2,495.1,447.2,184.6,13.3,15.1,0.7,1317.7,2.7,66.8,1219.0,29.1
Andaman And Nicobar Islands,SOUTH ANDAMANS,2005,Whole Year,Sugarcane,128.02,2448.2,Andaman & Nicobar Islands,0.0,0.0,20.3,51.1,305.3,452.4,429.3,311.1,507.5,293.5,300.1,283.9,2954.7,0.0,376.8,1700.4,877.5
Punjab,GURDASPUR,2013,Rabi,Rapeseed &Mustard,2000.0,2500.0,Punjab,9.3,50.1,11.6,3.4,3.6,120.3,117.9,217.1,24.4,16.2,6.1,6.6,586.6,59.4,18.6,479.7,28.9
Haryana,SONIPAT,2012,Whole Year,Onion,98.0,2700.0,,,,,,,,,,,,,,,,,,
Punjab,SANGRUR,2003,Whole Year,Sugarcane,3000.0,200000.0,Punjab,10.6,56.4,19.4,3.0,3.9,40.7,136.7,94.7,52.2,0.0,2.2,5.0,424.6,67.0,26.2,324.3,7.1
Bihar,KAIMUR (BHABUA),2003,Kharif,Ragi,79.0,53.0,Bihar,13.2,39.7,10.2,21.9,41.4,230.9,356.8,310.6,183.9,142.0,0.2,3.0,1353.9,52.9,73.5,1082.3,145.2
Mizoram,SERCHHIP,2009,Kharif,Potato,5.0,70.0,,,,,,,,,,,,,,,,,,
Dadra And Nagar Haveli,DADRA AND NAGAR HAVELI,2013,Winter,Wheat,131.0,262.0,,,,,,,,,,,,,,,,,,
Kerala,KASARAGOD,2006,Whole Year,Dry ginger,60.0,266.0,Kerala,8.1,0.5,90.7,65.3,521.2,482.4,804.0,432.6,474.8,376.4,162.8,1.8,3420.6,8.6,677.2,2193.8,541.0
Kerala,KOTTAYAM,1997,Whole Year,Cashewnut,788.0,200.0,Kerala,2.1,1.5,36.1,60.6,133.6,544.2,970.5,536.0,292.2,288.9,298.4,88.4,3252.4,3.7,230.2,2342.9,675.7
Bihar,BHAGALPUR,2007,Kharif,Other Kharif pulses,8.0,5.0,Bihar,0.2,34.2,25.4,20.3,94.4,170.4,549.4,340.6,309.0,39.6,9.1,7.5,1600.2,34.3,140.2,1369.4,56.2
Puducherry,PONDICHERRY,2003,Whole Year,Coconut,1248.0,19968000.0,,,,,,,,,,,,,,,,,,
Karnataka,UDUPI,2000,Rabi,Rice,13283.0,27170.0,Coastal Karnataka,14.9,0.5,0.9,25.8,216.4,966.8,915.6,741.7,279.2,174.7,12.5,2.4,3351.3,15.5,243.0,2903.3,189.6
West Bengal,BIRBHUM,2009,Autumn,Groundnut,69.0,72.0,Gangetic West Bengal,2.4,1.4,17.9,2.6,229.0,69.7,277.6,332.7,294.6,77.3,9.4,0.3,1315.0,3.8,249.5,974.6,87.1
Rajasthan,TONK,2002,Whole Year,Pome Fruit,31.0,0.0,West Rajasthan,0.3,2.6,1.0,1.4,11.2,26.9,2.4,17.2,20.6,0.1,2.5,6.0,92.4,3.0,13.7,67.2,8.6
Tamil Nadu,VELLORE,2005,Kharif,Bajra,2884.0,3115.0,Tamil Nadu,4.1,11.1,24.4,128.0,80.6,35.7,87.9,93.3,117.9,280.5,353.4,148.5,1365.3,15.2,233.0,334.8,782.3
Arunachal Pradesh,UPPER SUBANSIRI,2000,Whole Year,Dry chillies,55.0,81.0,Arunachal Pradesh,54.1,47.1,139.9,293.8,267.2,459.8,395.4,387.4,407.4,81.3,53.9,9.6,2596.8,101.2,700.8,1650.0,144.8
Telangana,KHAMMAM,2000,Kharif,Sunflower,81.0,66.0,Telangana,0.6,16.8,1.0,16.3,48.8,253.2,220.9,420.5,70.7,20.2,6.4,2.5,1078.0,17.5,66.1,965.3,29.1
Sikkim,WEST DISTRICT,1999,Kharif,Maize,13000.0,18200.0,,,,,,,,,,,,,,,,,,
Chhattisgarh,RAIGARH,2006,Whole Year,Onion,563.0,3707.0,Chhattisgarh,2.7,0.0,26.2,17.2,23.5,92.2,495.1,447.2,184.6,13.3,15.1,0.7,1317.7,2.7,66.8,1219.0,29.1
Himachal Pradesh,KANGRA,2006,Kharif,Turmeric,51.0,23.0,Himachal Pradesh,102.5,38.2,137.3,44.3,68.4,104.8,260.3,274.2,92.8,17.5,26.9,51.2,1218.4,140.7,250.0,732.1,95.6
Nagaland,MOKOKCHUNG,2013,Kharif,Mesta,110.0,120.0,,,,,,,,,,,,,,,,,,
Andhra Pradesh,KURNOOL,2003,Kharif,Urad,1586.0,977.0,Coastal Andhra Pradesh,6.2,19.4,40.7,19.4,12.2,104.0,241.7,158.3,130.2,252.3,11.5,101.1,1096.8,25.6,72.3,634.1,364.9
Rajasthan,JAISALMER,2004,Whole Year,Onion,41.0,338.0,West Rajasthan,2.4,0.0,0.0,4.8,6.0,33.5,26.9,94.3,8.6,18.7,0.0,1.6,196.7,2.4,10.8,163.3,20.3
Karnataka,CHIKMAGALUR,1999,Kharif,Moong(Green Gram),2356.0,801.0,Coastal Karnataka,0.0,0.4,0.4,7.1,335.5,854.1,1525.9,518.4,186.5,338.2,12.8,0.5,3779.9,0.4,343.0,3084.9,351.5
Punjab,GURDASPUR,2005,Kharif,Urad,1800.0,900.0,Punjab,35.8,60.3,28.6,8.4,5.2,34.6,176.7,95.3,106.7,0.4,0.0,0.0,552.0,96.1,42.2,413.4,0.4
Telangana,NALGONDA,2001,Rabi,Urad,15760.0,2679.0,Telangana,8.5,0.0,21.5,37.3,7.5,183.9,123.8,266.8,119.9,135.6,17.4,0.0,922.3,8.5,66.4,694.3,153.1
Chandigarh,CHANDIGARH,2005,Whole Year,Onion,5.0,85.0,Chhattisgarh,57.6,15.6,6.1,6.5,16.4,197.0,393.8,267.7,240.5,83.5,1.6,1.0,1287.2,73.2,29.0,1099.0,86.1
Odisha,ANUGUL,2000,Kharif,Urad,3697.0,634.0,Orissa,0.9,33.3,1.1,21.3,74.7,233.7,272.3,273.6,158.0,26.6,1.6,0.1,1097.2,34.2,97.0,937.6,28.3
Uttarakhand,CHAMPAWAT,2006,Kharif,Urad,416.0,229.0,Uttarakhand,48.7,9.6,71.7,52.2,120.5,104.2,345.6,294.7,79.1,18.8,6.8,27.0,1178.9,58.3,244.4,823.7,52.6
Himachal Pradesh,HAMIRPUR,1998,Rabi,Potato,13.0,153.0,Himachal Pradesh,13.5,133.8,139.4,71.5,41.3,152.3,210.7,239.8,251.5,119.4,5.9,2.4,1381.6,147.3,252.3,854.3,127.7
Bihar,SARAN,2008,Kharif,Jute,13.0,104.0,Bihar,25.6,4.4,3.2,10.4,48.9,291.2,397.2,278.1,117.1,21.4,0.1,0.0,1197.7,30.0,62.6,1083.5,21.6
West Bengal,COOCHBEHAR,2002,Rabi,Khesari,1846.0,1320.0,Gangetic West Bengal,26.3,1.5,26.6,77.4,114.1,347.7,281.6,289.3,326.4,71.5,50.9,0.1,1613.3,27.8,218.1,1244.9,122.5
Karnataka,HASSAN,2014,Kharif,Rice,45653.0,140563.0,Coastal Karnataka,0.0,0.3,1.9,40.5,181.9,507.0,1155.4,1121.0,379.3,226.4,40.0,30.8,3684.4,0.3,224.3,3162.6,297.2
Kerala,KOZHIKODE,2006,Winter,Rice,3429.0,4745.0,Kerala,8.1,0.5,90.7,65.3,521.2,482.4,804.0,432.6,474.8,376.4,162.8,1.8,3420.6,8.6,677.2,2193.8,541.0
Maharashtra,YAVATMAL,2008,Kharif,Castor seed,100.0,20.0,Madhya Maharashtra,0.0,0.0,18.1,0.6,1.1,107.9,157.9,257.6,312.4,56.6,3.7,0.9,916.9,0.0,19.9,835.9,61.1
Andhra Pradesh,GUNTUR,2001,Rabi,Jowar,398.0,294.0,Coastal Andhra Pradesh,4.6,3.8,20.0,54.1,50.8,117.2,123.0,170.7,187.2,196.0,78.0,4.1,1009.3,8.4,124.8,598.1,278.0
Telangana,ADILABAD,2005,Rabi,Groundnut,4188.0,6089.0,Telangana,43.4,14.1,14.6,23.8,19.7,115.1,400.3,126.9,246.3,136.1,3.9,18.8,1163.1,57.5,58.2,888.5,158.8
Tamil Nadu,VELLORE,1999,Kharif,Arhar/Tur,13721.0,9242.0,Tamil Nadu,8.3,24.1,3.9,56.9,74.5,46.4,55.3,74.8,73.1,268.9,182.8,53.6,922.6,32.3,135.3,249.6,505.3
Karnataka,DAVANGERE,2002,Rabi,Other  Rabi pulses,2220.0,272.0,Coastal Karnataka,0.6,11.2,0.5,30.9,164.0,764.5,545.7,731.3,163.5,360.0,20.7,0.3,2793.1,11.8,195.3,2205.0,381.0
Madhya Pradesh,HOSHANGABAD,2002,Kharif,Groundnut,70.0,52.0,West Madhya Pradesh,0.4,19.7,1.5,1.7,3.9,138.9,46.9,317.7,141.0,5.9,5.9,0.8,684.1,20.1,7.1,644.4,12.6
Punjab,KAPURTHALA,2002,Kharif,Sesamum,200.0,100.0,Punjab,2.4,6.6,6.8,3.3,20.8,24.7,50.4,58.4,95.0,2.6,0.0,3.7,274.7,9.0,31.0,228.4,6.3
Goa,SOUTH GOA,2007,Whole Year,Sugarcane,810.0,41766.0,,,,,,,,,,,,,,,,,,
Bihar,VAISHALI,2012,Rabi,Linseed,46.0,40.0,Bihar,18.1,2.7,7.3,20.4,18.8,96.2,354.0,240.4,233.8,34.3,6.4,0.0,1032.4,20.9,46.5,924.4,40.6
Andhra Pradesh,SPSR NELLORE,2011,Kharif,Onion,143.0,2061.0,Coastal Andhra Pradesh,0.0,17.9,0.9,62.3,67.9,86.8,196.0,215.8,129.7,74.6,4.9,5.0,861.9,17.9,131.2,628.4,84.4
Gujarat,SURAT,2010,Kharif,Castor seed,300.0,600.0,Gujarat Region,0.2,0.0,0.0,0.0,0.0,59.3,328.2,431.0,216.6,12.2,41.0,0.2,1088.7,0.2,0.0,1035.0,53.4
Goa,SOUTH GOA,2009,Kharif,Other Kharif pulses,28.0,15.0,,,,,,,,,,,,,,,,,,
Chhattisgarh,JASHPUR,2004,Whole Year,Dry ginger,2.0,2.0,Chhattisgarh,37.8,16.7,3.1,21.2,6.8,213.1,323.1,351.7,126.5,43.9,0.7,0.1,1144.5,54.5,31.1,1014.3,44.6
Uttar Pradesh,JALAUN,2001,Kharif,Moth,1.0,0.1,West Uttar Pradesh,2.5,2.3,2.6,12.0,29.6,164.4,282.0,122.1,26.7,16.3,1.1,0.1,661.7,4.8,44.2,595.2,17.6
Chandigarh,CHANDIGARH,2008,Kharif,Rice,20.0,100.0,Chhattisgarh,6.7,9.7,22.2,11.2,9.5,236.4,280.5,305.1,215.4,10.7,1.2,0.0,1108.5,16.4,42.9,1037.4,11.8
Andhra Pradesh,CHITTOOR,2009,Kharif,Small millets,908.0,289.0,Coastal Andhra Pradesh,0.0,0.0,5.7,6.4,53.0,72.6,140.9,163.5,151.9,92.6,102.6,1.3,790.5,0.0,65.1,528.8,196.5
Arunachal Pradesh,WEST SIANG,2003,Whole Year,Pulses total,655.0,643.0,Arunachal Pradesh,22.9,83.2,109.6,182.0,173.5,424.3,645.3,327.2,259.9,182.6,25.0,16.2,2451.8,106.1,465.2,1656.6,223.9
Nagaland,DIMAPUR,2008,Kharif,Tapioca,150.0,3450.0,,,,,,,,,,,,,,,,,,
Uttar Pradesh,KUSHI NAGAR,2009,Kharif,Sweet potato,73.0,993.0,West Uttar Pradesh,1.3,3.9,1.2,8.7,12.8,17.1,118.3,184.5,125.4,59.3,13.9,2.8,549.2,5.2,22.7,445.3,76.0
Uttar Pradesh,GAUTAM BUDDHA NAGAR,2012,Rabi,Masoor,191.0,170.0,West Uttar Pradesh,14.5,0.1,1.4,4.7,0.3,4.0,145.1,149.1,67.8,0.5,0.1,2.0,389.6,14.5,6.4,366.0,2.7
Gujarat,GANDHINAGAR,2011,Kharif,Arhar/Tur,400.0,500.0,Gujarat Region,0.0,0.2,0.0,0.0,0.0,16.3,259.2,451.7,162.5,0.4,0.0,0.0,890.5,0.2,0.0,889.8,0.4
Uttarakhand,NAINITAL,2012,Kharif,Moth,17.0,7.0,Uttarakhand,38.8,11.9,28.1,39.2,9.1,46.0,387.1,419.5,220.6,4.7,3.4,15.5,1223.9,50.8,76.4,1073.1,23.6
Uttarakhand,DEHRADUN,2012,Whole Year,Sugarcane,4420.0,266084.0,Uttarakhand,38.8,11.9,28.1,39.2,9.1,46.0,387.1,419.5,220.6,4.7,3.4,15.5,1223.9,50.8,76.4,1073.1,23.6
Nagaland,MON,2007,Kharif,Potato,300.0,4150.0,,,,,,,,,,,,,,,,,,
Tripura,WEST TRIPURA,2004,Rabi,Gram,68.0,53.0,,,,,,,,,,,,,,,,,,
Gujarat,AHMADABAD,2006,Whole Year,Dry chillies,200.0,200.0,Gujarat Region,0.0,0.0,0.8,0.0,0.2,123.5,576.0,624.8,140.6,9.2,2.9,0.0,1478.0,0.0,1.1,1464.9,12.1
Nagaland,MON,2007,Kharif,Cotton(lint),130.0,30.0,,,,,,,,,,,,,,,,,,
Manipur,BISHNUPUR,2002,Whole Year,Brinjal,46.0,280.0,,,,,,,,,,,,,,,,,,
Haryana,PANCHKULA,2008,Kharif,Maize,7115.0,14400.0,,,,,,,,,,,,,,,,,,
Tamil Nadu,SALEM,2004,Kharif,Moong(Green Gram),3165.0,2143.0,Tamil Nadu,2.8,0.7,3.0,16.2,101.1,21.2,98.6,85.1,208.3,271.1,204.5,25.0,1037.6,3.5,120.3,413.2,500.6
Andaman And Nicobar Islands,SOUTH ANDAMANS,2003,Whole Year,Sugarcane,268.0,2879.52,Andaman & Nicobar Islands,44.3,7.9,149.2,19.4,296.3,159.9,494.9,379.4,371.9,310.4,74.1,48.0,2355.9,52.2,465.0,1406.1,432.5
Sikkim,NORTH DISTRICT,1998,Kharif,Urad,20.0,9.0,,,,,,,,,,,,,,,,,,
Chhattisgarh,RAIPUR,2001,Kharif,Rice,517577.0,616749.0,Chhattisgarh,0.8,0.3,14.6,17.6,16.6,339.4,630.6,380.3,108.4,86.9,4.6,0.0,1600.1,1.1,48.7,1458.8,91.6
Bihar,VAISHALI,2012,Rabi,Linseed,46.0,40.0,Bihar,18.1,2.7,7.3,20.4,18.8,96.2,354.0,240.4,233.8,34.3,6.4,0.0,1032.4,20.9,46.5,924.4,40.6
Chandigarh,CHANDIGARH,2007,Rabi,Wheat,600.0,2800.0,Chhattisgarh,0.0,15.7,6.2,11.4,10.4,259.4,309.9,338.8,259.1,67.8,2.0,0.5,1281.2,15.7,28.0,1167.2,70.3
Tripura,NORTH TRIPURA,1998,Whole Year,Sugarcane,235.0,10975.0,,,,,,,,,,,,,,,,,,
Rajasthan,SIKAR,1998,Whole Year,Coriander,86.0,78.0,West Rajasthan,0.0,8.7,4.5,5.6,0.9,51.1,55.0,32.5,63.0,58.2,0.1,0.0,279.6,8.7,11.0,201.6,58.3
Uttar Pradesh,LUCKNOW,1997,Kharif,Small millets,145.0,124.0,West Uttar Pradesh,3.8,0.7,2.4,19.2,22.8,79.9,235.7,34.6,24.0,7.5,3.2,11.4,445.2,4.5,44.3,374.2,22.1
Jammu And Kashmir,KUPWARA,2004,Kharif,Other Kharif pulses,858.0,450.0,Jammu & Kashmir,176.0,70.6,21.2,118.9,87.5,95.2,118.0,77.9,40.5,73.3,23.3,42.4,944.9,246.6,227.6,331.8,138.9
Goa,NORTH GOA,2012,Kharif,Rice,18045.0,47789.0,,,,,,,,,,,,,,,,,,
Punjab,BARNALA,2012,Rabi,Wheat,114000.0,567000.0,Punjab,62.6,3.2,1.9,31.1,1.6,11.9,120.2,135.1,112.3,2.2,0.4,11.0,493.6,65.8,34.7,379.6,13.6
Meghalaya,EAST GARO HILLS,1999,Whole Year,Sweet potato,256.0,797.0,Assam & Meghalaya,2.4,0.5,38.7,150.6,466.8,429.0,596.7,487.5,196.9,208.6,14.1,2.3,2594.2,2.9,656.1,1710.2,225.0
Chhattisgarh,BALOD,2011,Whole Year,Sugarcane,42.0,504.0,Chhattisgarh,0.3,11.5,2.6,35.0,16.8,183.5,272.6,379.8,382.2,15.5,0.0,2.8,1302.7,11.8,54.4,1218.2,18.3
Tamil Nadu,THE NILGIRIS,2004,Whole Year,Coconut,60.0,100.0,Tamil Nadu,2.8,0.7,3.0,16.2,101.1,21.2,98.6,85.1,208.3,271.1,204.5,25.0,1037.6,3.5,120.3,413.2,500.6
Andhra Pradesh,KADAPA,2001,Whole Year,Cashewnut,7.0,2.0,Coastal Andhra Pradesh,4.6,3.8,20.0,54.1,50.8,117.2,123.0,170.7,187.2,196.0,78.0,4.1,1009.3,8.4,124.8,598.1,278.0
Maharashtra,BULDHANA,1999,Kharif,Niger seed,400.0,100.0,Madhya Maharashtra,0.0,6.7,0.0,0.1,39.2,225.3,262.5,85.4,169.0,177.6,0.0,0.0,965.7,6.7,39.3,742.1,177.7
Tamil Nadu,ARIYALUR,2013,Kharif,Jowar,809.0,1004.0,Tamil Nadu,3.9,30.9,30.0,20.3,42.0,54.6,42.7,110.7,113.5,127.9,112.3,53.2,741.9,34.8,92.2,321.5,293.4
Kerala,WAYANAD,2003,Whole Year,Arecanut,8689.0,4192.0,Kerala,0.7,50.9,82.1,134.4,91.0,566.7,532.0,350.3,93.6,407.0,76.4,9.7,2394.9,51.6,307.5,1542.6,493.1
Mizoram,LUNGLEI,1998,Kharif,Maize,1050.0,2385.0,,,,,,,,,,,,,,,,,,
West Bengal,BARDHAMAN,2005,Summer,Rice,207192.0,558393.0,Gangetic West Bengal,26.8,11.8,82.8,41.8,82.4,200.1,354.5,226.7,221.3,351.7,0.0,4.9,1604.9,38.6,207.0,1002.6,356.6
Telangana,MEDAK,2014,Rabi,Wheat,1246.0,933.0,Telangana,0.2,2.9,58.3,10.3,73.3,62.3,146.0,205.2,146.8,29.6,10.8,0.7,746.4,3.1,141.9,560.2,41.0
Meghalaya,WEST KHASI HILLS,2000,Whole Year,Tobacco,31.0,28.0,Assam & Meghalaya,20.5,13.7,65.9,238.5,375.1,540.2,313.3,513.2,299.9,83.9,22.2,0.4,2487.0,34.2,679.5,1666.6,106.6
Maharashtra,SATARA,2003,Kharif,Other Kharif pulses,28800.0,8400.0,Madhya Maharashtra,0.8,2.2,1.5,5.7,15.1,210.8,208.7,178.4,116.2,29.5,3.5,0.1,772.6,3.0,22.3,714.2,33.1
Karnataka,BELLARY,2013,Kharif,Maize,80459.0,220977.0,Coastal Karnataka,2.4,19.6,19.0,28.5,100.4,1153.0,1515.3,680.2,379.1,265.1,56.9,10.0,4229.4,21.9,147.9,3727.6,332.0
Puducherry,KARAIKAL,2001,Whole Year,Coconut,213.0,2130000.0,,,,,,,,,,,,,,,,,,
Goa,NORTH GOA,1997,Whole Year,Ragi,1675.0,1572.0,,,,,,,,,,,,,,,,,,
Telangana,MEDAK,2002,Whole Year,Dry ginger,593.0,970.0,Telangana,18.8,10.1,7.6,7.7,32.0,143.2,91.7,321.7,52.4,76.2,3.9,0.0,765.3,28.9,47.3,609.0,80.1
Assam,NALBARI,2010,Rabi,Wheat,575.0,705.0,,,,,,,,,,,,,,,,,,
Goa,SOUTH GOA,2010,Rabi,Other  Rabi pulses,1650.0,1594.0,,,,,,,,,,,,,,,,,,
Andaman And Nicobar Islands,SOUTH ANDAMANS,2002,Whole Year,Sugarcane,455.0,13760.0,Andaman & Nicobar Islands,10.6,0.0,11.5,100.2,366.7,358.3,317.4,429.8,420.0,169.0,306.7,129.9,2620.2,10.7,478.4,1525.6,605.5
Odisha,RAYAGADA,1999,Summer,Rice,2430.0,4080.0,Orissa,0.1,0.7,0.9,3.2,164.8,222.9,270.2,325.9,266.4,215.4,13.9,0.0,1484.3,0.8,168.9,1085.3,229.3
West Bengal,DARJEELING,2003,Rabi,Khesari,46.0,41.0,Gangetic West Bengal,0.5,11.7,70.0,36.3,81.9,280.5,253.4,239.3,155.0,341.5,8.9,17.7,1496.7,12.2,188.2,928.2,368.1
Chandigarh,CHANDIGARH,1998,Kharif,Rice,120.0,360.0,Chhattisgarh,64.9,11.2,27.3,11.9,16.4,156.2,356.0,259.6,288.3,93.1,47.8,0.0,1332.5,76.0,55.6,1060.1,140.9
Uttar Pradesh,FARRUKHABAD,2006,Whole Year,Coriander,20.0,10.0,West Uttar Pradesh,0.5,0.0,20.2,4.0,34.1,66.6,241.6,78.1,65.7,16.7,0.7,1.0,529.3,0.5,58.3,452.0,18.4
Haryana,SIRSA,2002,Kharif,Groundnut,1378.0,1100.0,,,,,,,,,,,,,,,,,,
Gujarat,SURENDRANAGAR,2006,Kharif,Castor seed,24300.0,52700.0,Gujarat Region,0.0,0.0,0.8,0.0,0.2,123.5,576.0,624.8,140.6,9.2,2.9,0.0,1478.0,0.0,1.1,1464.9,12.1
Himachal Pradesh,BILASPUR,2000,Kharif,Moong(Green Gram),27.0,6.0,Himachal Pradesh,118.2,119.0,68.1,25.6,79.9,198.0,265.1,126.7,50.1,0.0,10.5,6.9,1068.4,237.2,173.7,640.0,17.5
Uttar Pradesh,BULANDSHAHR,2007,Summer,Rice,1.0,2.0,West Uttar Pradesh,0.4,66.9,37.4,0.9,11.0,88.4,155.1,152.2,57.0,1.8,0.0,1.4,572.5,67.3,49.3,452.7,3.2
Jammu And Kashmir,SRINAGAR,2000,Kharif,Maize,4701.0,4660.0,Jammu & Kashmir,159.5,106.6,90.4,30.4,51.1,95.5,193.7,123.6,73.2,1.4,21.0,38.2,984.6,266.2,171.9,485.9,60.6
West Bengal,PURULIA,2006,Whole Year,Turmeric,294.0,261.0,Gangetic West Bengal,0.8,3.0,10.6,60.5,120.8,221.0,486.6,320.3,380.9,49.7,5.9,0.3,1660.5,3.9,191.9,1408.8,55.9
Himachal Pradesh,HAMIRPUR,1998,Kharif,Urad,165.0,77.0,Himachal Pradesh,13.5,133.8,139.4,71.5,41.3,152.3,210.7,239.8,251.5,119.4,5.9,2.4,1381.6,147.3,252.3,854.3,127.7
West Bengal,24 PARAGANAS SOUTH,2000,Kharif,Sunflower,232.0,142.0,Gangetic West Bengal,9.5,57.9,3.8,54.0,215.0,205.6,341.5,178.4,428.4,76.2,1.6,0.1,1572.1,67.4,272.8,1153.9,77.9
Puducherry,PONDICHERRY,2013,Rabi,Urad,123.0,133.0,,,,,,,,,,,,,,,,,,
Jharkhand,RANCHI,2006,Rabi,Potato,2595.87,26605.0,Jharkhand,0.3,0.2,22.4,15.7,107.4,198.3,447.1,337.2,298.7,24.6,7.4,0.0,1459.5,0.5,145.5,1281.4,32.0
Andhra Pradesh,PRAKASAM,1997,Kharif,Arhar/Tur,34700.0,2200.0,Coastal Andhra Pradesh,15.1,5.6,19.7,62.6,25.2,63.1,156.0,128.1,315.5,83.6,51.7,45.7,972.1,20.7,107.6,662.7,181.0
Karnataka,CHITRADURGA,1999,Rabi,Jowar,26641.0,15741.0,Coastal Karnataka,0.0,0.4,0.4,7.1,335.5,854.1,1525.9,518.4,186.5,338.2,12.8,0.5,3779.9,0.4,343.0,3084.9,351.5
Goa,NORTH GOA,2004,Kharif,Ragi,160.0,165.0,,,,,,,,,,,,,,,,,,
Sikkim,EAST DISTRICT,2013,Rabi,Rapeseed &Mustard,1650.0,1310.0,,,,,,,,,,,,,,,,,,
Puducherry,KARAIKAL,2009,Kharif,Sugarcane,1.0,56.0,,,,,,,,,,,,,,,,,,
West Bengal,DINAJPUR DAKSHIN,2002,Rabi,Urad,2100.0,1481.0,Gangetic West Bengal,26.3,1.5,26.6,77.4,114.1,347.7,281.6,289.3,326.4,71.5,50.9,0.1,1613.3,27.8,218.1,1244.9,122.5
Dadra And Nagar Haveli,DADRA AND NAGAR HAVELI,2001,Rabi,Other  Rabi pulses,4800.0,3940.0,,,,,,,,,,,,,,,,,,
Madhya Pradesh,PANNA,2001,Kharif,Sesamum,5588.0,1629.0,West Madhya Pradesh,2.1,0.0,1.1,6.0,16.4,203.6,269.2,198.9,27.5,62.2,0.0,0.0,787.0,2.2,23.5,699.1,62.2
